Month,Year,Postcode,# of Bonds 
June,2019,2147,74
June,2019,2148,241
June,2019,2150,309
June,2019,2151,82
June,2019,2152,35
June,2019,2153,125
June,2019,2154,92
June,2019,2155,188
June,2019,2156,9
June,2019,2157,2
June,2019,2158,8
June,2019,2159,3
June,2019,2160,166
June,2019,2161,87
June,2019,2162,37
June,2019,2163,25
June,2019,2164,31
June,2019,2165,136
June,2019,2166,123
June,2019,2167,28
June,2019,2168,70
June,2019,2170,391
June,2019,2171,46
June,2019,2173,25
June,2019,2174,25
June,2019,2175,1
June,2019,2176,66
June,2019,2177,15
June,2019,2178,9
June,2019,2179,34
June,2019,2190,45
June,2019,2191,16
June,2019,2192,51
June,2019,2193,71
June,2019,2194,149
June,2019,2195,100
June,2019,2196,85
June,2019,2197,14
June,2019,2198,21
June,2019,2199,35
June,2019,2200,161
June,2019,2203,96
June,2019,2204,113
June,2019,2205,137
June,2019,2206,37
June,2019,2207,53
June,2019,2208,26
June,2019,2209,45
June,2019,2210,54
June,2019,2211,32
June,2019,2212,31
June,2019,2213,42
June,2019,2214,5
June,2019,2216,132
June,2019,2217,129
June,2019,2218,55
June,2019,2219,42
June,2019,2220,165
June,2019,2221,31
June,2019,2222,45
June,2019,2223,48
June,2019,2224,34
June,2019,2225,4
June,2019,2226,33
June,2019,2227,32
June,2019,2228,85
June,2019,2229,86
June,2019,2230,133
June,2019,2231,1
June,2019,2232,78
June,2019,2233,29
June,2019,2234,31
June,2019,2250,212
June,2019,2251,53
June,2019,2256,42
June,2019,2257,122
June,2019,2258,12
June,2019,2259,165
June,2019,2260,73
June,2019,2261,161
June,2019,2262,49
June,2019,2263,90
June,2019,2264,41
June,2019,2265,19
June,2019,2267,5
June,2019,2278,1
June,2019,2280,53
June,2019,2281,23
June,2019,2282,31
June,2019,2283,42
June,2019,2284,28
June,2019,2285,57
June,2019,2286,10
June,2019,2287,111
June,2019,2289,46
June,2019,2290,77
June,2019,2291,45
June,2019,2292,12
June,2019,2293,20
June,2019,2294,6
June,2019,2295,26
June,2019,2296,15
June,2019,2297,7
June,2019,2298,54
June,2019,2299,56
June,2019,2300,126
June,2019,2302,11
June,2019,2303,28
June,2019,2304,67
June,2019,2305,32
June,2019,2306,3
June,2019,2307,22
June,2019,2311,1
June,2019,2312,3
June,2019,2315,47
June,2019,2316,10
June,2019,2317,10
June,2019,2318,21
June,2019,2319,22
June,2019,2320,86
June,2019,2321,48
June,2019,2322,53
June,2019,2323,66
June,2019,2324,40
June,2019,2325,63
June,2019,2326,11
June,2019,2327,20
June,2019,2328,3
June,2019,2329,7
June,2019,2330,46
June,2019,2333,71
June,2019,2334,5
June,2019,2335,26
June,2019,2336,4
June,2019,2337,16
June,2019,2338,1
June,2019,2339,1
June,2019,2340,178
June,2019,2341,3
June,2019,2342,1
June,2019,2343,17
June,2019,2345,2
June,2019,2346,9
June,2019,2347,4
June,2019,2350,88
June,2019,2352,8
June,2019,2353,1
June,2019,2354,7
June,2019,2357,8
June,2019,2358,9
June,2019,2360,59
June,2019,2361,1
June,2019,2365,10
June,2019,2370,24
June,2019,2371,2
June,2019,2372,11
June,2019,2380,57
June,2019,2381,2
June,2019,2382,6
June,2019,2388,4
June,2019,2390,32
June,2019,2399,1
June,2019,2400,49
June,2019,2402,5
June,2019,2404,4
June,2019,2406,1
June,2019,2420,9
June,2019,2422,18
June,2019,2423,8
June,2019,2425,3
June,2019,2426,1
June,2019,2427,9
June,2019,2428,101
June,2019,2429,12
June,2019,2430,118
June,2019,2431,23
June,2019,2439,7
June,2019,2440,33
June,2019,2441,12
June,2019,2443,17
June,2019,2444,153
June,2019,2445,11
June,2019,2446,29
June,2019,2447,16
June,2019,2448,31
June,2019,2449,5
June,2019,2450,124
June,2019,2452,38
June,2019,2453,3
June,2019,2454,17
June,2019,2455,7
June,2019,2456,38
June,2019,2460,65
June,2019,2462,8
June,2019,2463,12
June,2019,2464,34
June,2019,2466,6
June,2019,2469,2
June,2019,2470,27
June,2019,2472,5
June,2019,2473,13
June,2019,2474,6
June,2019,2476,1
June,2019,2477,23
June,2019,2478,80
June,2019,2479,14
June,2019,2480,96
June,2019,2481,49
June,2019,2482,14
June,2019,2483,34
June,2019,2484,41
June,2019,2485,40
June,2019,2486,54
June,2019,2487,35
June,2019,2488,14
June,2019,2489,17
June,2019,2500,225
June,2019,2502,33
June,2019,2505,21
June,2019,2506,18
June,2019,2508,15
June,2019,2515,28
June,2019,2516,9
June,2019,2517,30
June,2019,2518,38
June,2019,2519,49
June,2019,2525,17
June,2019,2526,23
June,2019,2527,43
June,2019,2528,58
June,2019,2529,59
June,2019,2530,52
June,2019,2533,49
June,2019,2534,11
June,2019,2535,17
June,2019,2536,67
June,2019,2537,9
June,2019,2538,3
June,2019,2539,36
June,2019,2540,103
June,2019,2541,98
June,2019,2545,1
June,2019,2546,27
June,2019,2548,24
June,2019,2549,3
June,2019,2550,26
June,2019,2551,5
June,2019,2556,4
June,2019,2557,68
June,2019,2558,19
June,2019,2559,7
June,2019,2560,238
June,2019,2564,39
June,2019,2565,88
June,2019,2566,57
June,2019,2567,65
June,2019,2568,1
June,2019,2569,2
June,2019,2570,140
June,2019,2571,19
June,2019,2572,11
June,2019,2573,23
June,2019,2574,9
June,2019,2575,41
June,2019,2576,34
June,2019,2577,43
June,2019,2578,2
June,2019,2579,6
June,2019,2580,67
June,2019,2581,1
June,2019,2582,16
June,2019,2583,5
June,2019,2586,3
June,2019,2587,1
June,2019,2590,15
June,2019,2594,43
June,2019,2618,1
June,2019,2619,12
June,2019,2620,130
June,2019,2621,4
June,2019,2622,12
June,2019,2623,1
June,2019,2625,1
June,2019,2627,81
June,2019,2628,10
June,2019,2630,40
June,2019,2631,1
June,2019,2632,1
June,2019,2640,135
June,2019,2641,74
June,2019,2642,6
June,2019,2643,1
June,2019,2644,4
June,2019,2646,15
June,2019,2647,8
June,2019,2648,7
June,2019,2650,203
June,2019,2651,7
June,2019,2652,9
June,2019,2653,12
June,2019,2655,2
June,2019,2656,3
June,2019,2658,1
June,2019,2660,2
June,2019,2663,5
June,2019,2665,2
June,2019,2666,12
June,2019,2671,9
June,2019,2672,1
June,2019,2675,4
June,2019,2680,71
June,2019,2681,2
June,2019,2700,11
June,2019,2701,7
June,2019,2703,3
June,2019,2705,44
June,2019,2706,6
June,2019,2707,2
June,2019,2710,27
June,2019,2711,4
June,2019,2712,2
June,2019,2713,9
June,2019,2714,5
June,2019,2715,2
June,2019,2717,2
June,2019,2720,25
June,2019,2722,6
June,2019,2725,1
June,2019,2729,2
June,2019,2730,1
June,2019,2731,17
June,2019,2732,4
June,2019,2738,5
June,2019,2739,10
June,2019,2745,55
June,2019,2747,190
June,2019,2748,4
June,2019,2749,36
June,2019,2750,288
June,2019,2752,8
June,2019,2753,35
June,2019,2754,16
June,2019,2756,85
June,2019,2757,1
June,2019,2758,6
June,2019,2759,47
June,2019,2760,150
June,2019,2761,73
June,2019,2762,70
June,2019,2763,65
June,2019,2765,104
June,2019,2766,37
June,2019,2767,30
June,2019,2768,45
June,2019,2769,33
June,2019,2770,165
June,2019,2773,1
June,2019,2774,5
June,2019,2775,1
June,2019,2776,8
June,2019,2777,21
June,2019,2778,6
June,2019,2779,5
June,2019,2780,48
June,2019,2782,15
June,2019,2783,6
June,2019,2784,1
June,2019,2785,9
June,2019,2786,1
June,2019,2787,8
June,2019,2790,39
June,2019,2791,1
June,2019,2793,1
June,2019,2794,24
June,2019,2795,136
June,2019,2798,4
June,2019,2799,10
June,2019,2800,161
June,2019,2804,1
June,2019,2808,1
June,2019,2810,5
June,2019,2818,2
June,2019,2820,22
June,2019,2821,11
June,2019,2823,5
June,2019,2824,4
June,2019,2825,2
June,2019,2827,10
June,2019,2829,1
June,2019,2830,167
June,2019,2831,1
June,2019,2832,5
June,2019,2833,3
June,2019,2834,2
June,2019,2835,29
June,2019,2836,1
June,2019,2839,2
June,2019,2840,7
June,2019,2844,3
June,2019,2845,3
June,2019,2847,2
June,2019,2848,5
June,2019,2849,3
June,2019,2850,67
June,2019,2852,14
June,2019,2865,1
June,2019,2866,8
June,2019,2867,2
June,2019,2869,1
June,2019,2870,32
June,2019,2871,24
June,2019,2874,1
June,2019,2879,1
June,2019,2880,55
June,2020,2000,758
June,2020,2007,160
June,2020,2008,243
June,2020,2009,213
June,2020,2010,485
June,2020,2011,397
June,2020,2015,131
June,2020,2016,129
June,2020,2017,608
June,2020,2018,162
June,2020,2019,66
June,2020,2020,287
June,2020,2021,178
June,2020,2022,189
June,2020,2023,68
June,2020,2024,85
June,2020,2025,66
June,2020,2026,407
June,2020,2027,76
June,2020,2028,45
June,2020,2029,55
June,2020,2030,45
June,2020,2031,298
June,2020,2032,133
June,2020,2033,110
June,2020,2034,187
June,2020,2035,182
June,2020,2036,158
June,2020,2037,196
June,2020,2038,61
June,2020,2039,65
June,2020,2040,129
June,2020,2041,118
June,2020,2042,214
June,2020,2043,107
June,2020,2044,55
June,2020,2045,8
June,2020,2046,101
June,2020,2047,73
June,2020,2048,68
June,2020,2049,132
June,2020,2050,151
June,2020,2059,1
June,2020,2060,204
June,2020,2061,90
June,2020,2062,50
June,2020,2063,18
June,2020,2064,51
June,2020,2065,320
June,2020,2066,172
June,2020,2067,216
June,2020,2068,47
June,2020,2069,33
June,2020,2070,36
June,2020,2071,49
June,2020,2072,46
June,2020,2073,37
June,2020,2074,57
June,2020,2075,46
June,2020,2076,56
June,2020,2077,173
June,2020,2079,11
June,2020,2080,2
June,2020,2081,5
June,2020,2082,9
June,2020,2083,4
June,2020,2084,2
June,2020,2085,14
June,2020,2086,26
June,2020,2087,20
June,2020,2088,138
June,2020,2089,130
June,2020,2090,113
June,2020,2092,13
June,2020,2093,86
June,2020,2094,44
June,2020,2095,211
June,2020,2096,92
June,2020,2097,45
June,2020,2099,203
June,2020,2100,55
June,2020,2101,54
June,2020,2102,20
June,2020,2103,34
June,2020,2104,2
June,2020,2105,2
June,2020,2106,35
June,2020,2107,33
June,2020,2108,3
June,2020,2110,21
June,2020,2111,98
June,2020,2112,213
June,2020,2113,258
June,2020,2114,164
June,2020,2115,48
June,2020,2116,27
June,2020,2117,66
June,2020,2118,107
June,2020,2119,29
June,2020,2120,61
June,2020,2121,177
June,2020,2122,123
June,2020,2125,35
June,2020,2126,20
June,2020,2127,301
June,2020,2128,21
June,2020,2130,60
June,2020,2131,168
June,2020,2132,22
June,2020,2133,31
June,2020,2134,180
June,2020,2135,180
June,2020,2136,30
June,2020,2137,122
June,2020,2138,196
June,2020,2140,184
June,2020,2141,184
June,2020,2142,139
June,2020,2143,28
June,2020,2144,154
June,2020,2145,393
June,2020,2146,78
June,2020,2147,130
June,2020,2148,274
June,2020,2150,370
June,2020,2151,106
June,2020,2152,44
June,2020,2153,119
June,2020,2154,95
June,2020,2155,228
June,2020,2156,11
June,2020,2157,7
June,2020,2158,14
June,2020,2159,6
June,2020,2160,190
June,2020,2161,97
June,2020,2162,46
June,2020,2163,33
June,2020,2164,24
June,2020,2165,98
June,2020,2166,151
June,2020,2167,25
June,2020,2168,65
June,2020,2170,470
June,2020,2171,49
June,2020,2173,22
June,2020,2174,28
June,2020,2175,4
June,2020,2176,55
June,2020,2177,20
June,2020,2178,11
June,2020,2179,62
June,2020,2190,42
June,2020,2191,10
June,2020,2192,75
June,2020,2193,98
June,2020,2194,166
June,2020,2195,145
June,2020,2196,96
June,2020,2197,25
June,2020,2198,14
June,2020,2199,45
June,2020,2200,188
June,2020,2203,120
June,2020,2204,168
June,2020,2205,259
June,2020,2206,55
June,2020,2207,74
June,2020,2208,30
June,2020,2209,48
June,2020,2210,78
June,2020,2211,43
June,2020,2212,31
June,2020,2213,47
June,2020,2214,3
June,2020,2216,168
June,2020,2217,128
June,2020,2218,60
June,2020,2219,49
June,2020,2220,188
June,2020,2221,27
June,2020,2222,53
June,2020,2223,58
June,2020,2224,38
June,2020,2225,7
June,2020,2226,22
June,2020,2227,35
June,2020,2228,83
June,2020,2229,113
June,2020,2230,183
June,2020,2231,4
June,2020,2232,117
June,2020,2233,35
June,2020,2234,18
June,2020,2250,255
June,2020,2251,55
June,2020,2256,46
June,2020,2257,103
June,2020,2258,6
June,2020,2259,190
June,2020,2260,72
June,2020,2261,180
June,2020,2262,56
June,2020,2263,87
June,2020,2264,39
June,2020,2265,15
June,2020,2267,8
June,2020,2278,1
June,2020,2280,55
June,2020,2281,23
June,2020,2282,37
June,2020,2283,41
June,2020,2284,26
June,2020,2285,90
June,2020,2286,10
June,2020,2287,137
June,2020,2289,61
June,2020,2290,76
June,2020,2291,61
June,2020,2292,16
June,2020,2293,20
June,2020,2294,15
June,2020,2295,31
June,2020,2296,18
June,2020,2297,9
June,2020,2298,63
June,2020,2299,57
June,2020,2300,144
June,2020,2302,24
June,2020,2303,43
June,2020,2304,79
June,2020,2305,41
June,2020,2306,10
June,2020,2307,33
June,2020,2311,1
June,2020,2312,2
June,2020,2315,57
June,2020,2316,8
June,2020,2317,14
June,2020,2318,17
June,2020,2319,20
June,2020,2320,115
June,2020,2321,58
June,2020,2322,57
June,2020,2323,72
June,2020,2324,57
June,2020,2325,80
June,2020,2326,14
June,2020,2327,29
June,2020,2328,2
June,2020,2329,3
June,2020,2330,57
June,2020,2333,96
June,2020,2334,8
June,2020,2335,21
June,2020,2336,6
June,2020,2337,25
June,2020,2338,7
June,2020,2339,2
June,2020,2340,269
June,2020,2341,7
June,2020,2343,13
June,2020,2344,2
June,2020,2345,1
June,2020,2346,15
June,2020,2347,8
June,2020,2350,103
June,2020,2352,7
June,2020,2354,3
June,2020,2355,2
June,2020,2357,14
June,2020,2358,12
June,2020,2360,57
June,2020,2361,2
June,2020,2365,9
June,2020,2369,1
June,2020,2370,25
June,2020,2371,1
June,2020,2372,14
June,2020,2380,45
June,2020,2382,8
June,2020,2388,6
June,2020,2390,42
June,2020,2395,1
June,2020,2397,1
June,2020,2400,68
June,2020,2403,1
June,2020,2404,1
June,2020,2405,1
June,2020,2406,2
June,2020,2420,7
June,2020,2422,8
June,2020,2423,6
June,2020,2425,1
June,2020,2427,13
June,2020,2428,80
June,2020,2429,18
June,2020,2430,119
June,2020,2431,26
June,2020,2439,8
June,2020,2440,51
June,2020,2441,9
June,2020,2443,27
June,2020,2444,184
June,2020,2445,16
June,2020,2446,31
June,2020,2447,9
June,2020,2448,30
June,2020,2449,2
June,2020,2450,156
June,2020,2452,38
June,2020,2453,2
June,2020,2454,18
June,2020,2455,9
June,2020,2456,52
June,2020,2460,81
June,2020,2462,13
June,2020,2463,11
June,2020,2464,49
June,2020,2465,1
June,2020,2466,7
June,2020,2469,10
June,2020,2470,35
June,2020,2471,3
June,2020,2472,1
June,2020,2473,15
June,2020,2474,13
June,2020,2475,1
June,2020,2476,3
June,2020,2477,17
June,2020,2478,130
June,2020,2479,28
June,2020,2480,127
June,2020,2481,91
June,2020,2482,22
June,2020,2483,43
June,2020,2484,33
June,2020,2485,65
June,2020,2486,49
June,2020,2487,61
June,2020,2488,7
June,2020,2489,14
June,2020,2500,288
June,2020,2502,35
June,2020,2505,12
June,2020,2506,8
June,2020,2508,13
June,2020,2515,26
June,2020,2516,6
June,2020,2517,20
June,2020,2518,47
June,2020,2519,49
June,2020,2520,2
June,2020,2525,22
June,2020,2526,15
June,2020,2527,42
June,2020,2528,60
June,2020,2529,57
June,2020,2530,63
June,2020,2533,44
June,2020,2534,14
June,2020,2535,18
June,2020,2536,76
June,2020,2537,22
June,2020,2538,4
June,2020,2539,36
June,2020,2540,96
June,2020,2541,109
June,2020,2545,1
June,2020,2546,19
June,2020,2548,31
June,2020,2549,2
June,2020,2550,23
June,2020,2551,11
June,2020,2556,2
June,2020,2557,52
June,2020,2558,17
June,2020,2559,7
June,2020,2560,323
June,2020,2564,34
June,2020,2565,102
June,2020,2566,54
June,2020,2567,49
June,2020,2570,163
June,2020,2571,22
June,2020,2572,23
June,2020,2573,16
June,2020,2574,10
June,2020,2575,36
June,2020,2576,29
June,2020,2577,27
June,2020,2578,6
June,2020,2579,3
June,2020,2580,105
June,2020,2581,7
June,2020,2582,24
June,2020,2583,3
June,2020,2586,6
June,2020,2587,4
June,2020,2590,18
June,2020,2594,38
June,2020,2618,2
June,2020,2619,13
June,2020,2620,124
June,2020,2621,5
June,2020,2622,18
June,2020,2623,1
June,2020,2627,78
June,2020,2628,4
June,2020,2630,24
June,2020,2631,1
June,2020,2632,1
June,2020,2640,135
June,2020,2641,79
June,2020,2642,6
June,2020,2643,7
June,2020,2644,5
June,2020,2646,11
June,2020,2647,4
June,2020,2648,8
June,2020,2650,235
June,2020,2651,2
June,2020,2652,5
June,2020,2653,6
June,2020,2655,1
June,2020,2656,1
June,2020,2658,3
June,2020,2660,5
June,2020,2661,1
June,2020,2663,16
June,2020,2665,2
June,2020,2666,19
June,2020,2671,5
June,2020,2672,2
June,2020,2675,2
June,2020,2680,55
June,2020,2681,4
June,2020,2700,17
June,2020,2701,4
June,2020,2703,1
June,2020,2705,20
June,2020,2706,1
June,2020,2707,1
June,2020,2710,45
June,2020,2711,8
June,2020,2712,6
June,2020,2713,6
June,2020,2714,2
June,2020,2715,4
June,2020,2717,4
June,2020,2720,19
June,2020,2722,2
June,2020,2726,1
June,2020,2729,1
June,2020,2730,2
June,2020,2731,20
June,2020,2732,8
June,2020,2733,2
June,2020,2736,2
June,2020,2737,2
June,2020,2738,4
June,2020,2739,12
June,2020,2745,69
June,2020,2747,212
June,2020,2748,1
June,2020,2749,27
June,2020,2750,258
June,2020,2752,9
June,2020,2753,49
June,2020,2754,28
June,2020,2756,81
June,2020,2757,1
June,2020,2758,7
June,2020,2759,44
June,2020,2760,168
June,2020,2761,86
June,2020,2762,103
June,2020,2763,92
June,2020,2765,155
June,2020,2766,45
June,2020,2767,47
June,2020,2768,46
June,2020,2769,37
June,2020,2770,141
June,2020,2773,2
June,2020,2774,17
June,2020,2775,5
June,2020,2776,6
June,2020,2777,19
June,2020,2779,8
June,2020,2780,34
June,2020,2782,6
June,2020,2783,2
June,2020,2785,12
June,2020,2786,3
June,2020,2787,11
June,2020,2790,36
June,2020,2793,2
June,2020,2794,26
June,2020,2795,143
June,2020,2799,11
June,2020,2800,185
June,2020,2804,4
June,2020,2810,4
June,2020,2818,2
June,2020,2820,35
June,2020,2821,14
June,2020,2823,6
June,2020,2824,9
June,2020,2825,3
June,2020,2827,4
June,2020,2829,10
June,2020,2830,148
June,2020,2832,5
June,2020,2834,2
June,2020,2835,19
June,2020,2836,3
June,2020,2839,1
June,2020,2840,5
June,2020,2842,1
June,2020,2843,3
June,2020,2844,5
June,2020,2845,3
June,2020,2846,1
June,2020,2847,3
June,2020,2848,5
June,2020,2849,4
June,2020,2850,114
June,2020,2852,6
June,2020,2864,1
June,2020,2866,9
June,2020,2868,1
June,2020,2869,1
June,2020,2870,40
June,2020,2871,36
June,2020,2875,1
June,2020,2877,8
June,2020,2879,1
June,2020,2880,55
June,2021,2000,466
June,2021,2007,81
June,2021,2008,155
June,2021,2009,152
June,2021,2010,321
June,2021,2011,289
June,2021,2015,127
June,2021,2016,142
June,2021,2017,414
June,2021,2018,139
June,2021,2019,67
June,2021,2020,236
June,2021,2021,131
June,2021,2022,96
June,2021,2023,48
June,2021,2024,70
June,2021,2025,35
June,2021,2026,301
June,2021,2027,47
June,2021,2028,38
June,2021,2029,63
June,2021,2030,38
June,2021,2031,268
June,2021,2032,110
June,2021,2033,77
June,2021,2034,137
June,2021,2035,166
June,2021,2036,166
June,2021,2037,142
June,2021,2038,51
June,2021,2039,46
June,2021,2040,126
June,2021,2041,88
June,2021,2042,160
June,2021,2043,93
June,2021,2044,38
June,2021,2045,12
June,2021,2046,95
June,2021,2047,52
June,2021,2048,54
June,2021,2049,107
June,2021,2050,116
June,2021,2060,176
June,2021,2061,69
June,2021,2062,40
June,2021,2063,14
June,2021,2064,54
June,2021,2065,249
June,2021,2066,151
June,2021,2067,205
June,2021,2068,44
June,2021,2069,37
June,2021,2070,42
June,2021,2071,39
June,2021,2072,42
June,2021,2073,29
June,2021,2074,44
June,2021,2075,33
June,2021,2076,41
June,2021,2077,198
June,2021,2079,16
June,2021,2080,1
June,2021,2081,1
June,2021,2082,2
June,2021,2083,4
June,2021,2084,1
June,2021,2085,9
June,2021,2086,15
June,2021,2087,18
June,2021,2088,134
June,2021,2089,120
June,2021,2090,99
June,2021,2092,8
June,2021,2093,72
June,2021,2094,31
June,2021,2095,138
June,2021,2096,80
June,2021,2097,46
June,2021,2099,148
June,2021,2100,53
June,2021,2101,56
June,2021,2102,13
June,2021,2103,31
June,2021,2104,4
June,2021,2105,5
June,2021,2106,32
June,2021,2107,31
June,2021,2108,1
June,2021,2110,17
June,2021,2111,62
June,2021,2112,178
June,2021,2113,211
June,2021,2114,153
June,2021,2115,28
June,2021,2116,33
June,2021,2117,48
June,2021,2118,101
June,2021,2119,14
June,2021,2120,34
June,2021,2121,156
June,2021,2122,131
June,2021,2125,21
June,2021,2126,22
June,2021,2127,255
June,2021,2128,11
June,2021,2130,66
June,2021,2131,171
June,2021,2132,38
June,2021,2133,32
June,2021,2134,199
June,2021,2135,198
June,2021,2136,34
June,2021,2137,105
June,2021,2138,175
June,2021,2140,208
June,2021,2141,148
June,2021,2142,138
June,2021,2143,26
June,2021,2144,163
June,2021,2145,351
June,2021,2146,51
June,2021,2147,72
June,2021,2148,241
June,2021,2150,402
June,2021,2151,97
June,2021,2152,37
June,2021,2153,140
June,2021,2154,72
June,2021,2155,215
June,2021,2156,5
June,2021,2157,3
June,2021,2158,5
June,2021,2159,6
June,2021,2160,134
June,2021,2161,117
June,2021,2162,36
June,2021,2163,19
June,2021,2164,44
June,2021,2165,116
June,2021,2166,125
June,2021,2167,21
June,2021,2168,56
June,2021,2170,449
June,2021,2171,47
June,2021,2173,19
June,2021,2174,42
June,2021,2175,2
June,2021,2176,63
June,2021,2177,23
June,2021,2178,3
June,2021,2179,44
June,2021,2190,40
June,2021,2191,16
June,2021,2192,70
June,2021,2193,91
June,2021,2194,182
June,2021,2195,138
June,2021,2196,76
June,2021,2197,21
June,2021,2198,8
June,2021,2199,52
June,2021,2200,191
June,2021,2203,110
June,2021,2204,154
June,2021,2205,178
June,2021,2206,33
June,2021,2207,44
June,2021,2208,29
June,2021,2209,48
June,2021,2210,71
June,2021,2211,32
June,2021,2212,35
June,2021,2213,44
June,2021,2214,1
June,2021,2216,145
June,2021,2217,164
June,2021,2218,89
June,2021,2219,36
June,2021,2220,191
June,2021,2221,25
June,2021,2222,47
June,2021,2223,90
June,2021,2224,26
June,2021,2225,2
June,2021,2226,22
June,2021,2227,27
June,2021,2228,76
June,2021,2229,69
June,2021,2230,155
June,2021,2231,1
June,2021,2232,118
June,2021,2233,32
June,2021,2234,21
June,2021,2250,220
June,2021,2251,40
June,2021,2256,45
June,2021,2257,100
June,2021,2258,6
June,2021,2259,136
June,2021,2260,63
June,2021,2261,146
June,2021,2262,37
June,2021,2263,74
June,2021,2264,41
June,2021,2265,14
June,2021,2267,9
June,2021,2280,55
June,2021,2281,21
June,2021,2282,17
June,2021,2283,32
June,2021,2284,30
June,2021,2285,62
June,2021,2286,5
June,2021,2287,129
June,2021,2289,47
June,2021,2290,65
June,2021,2291,36
June,2021,2292,17
June,2021,2293,19
June,2021,2294,10
June,2021,2295,24
June,2021,2296,14
June,2021,2297,2
June,2021,2298,51
June,2021,2299,56
June,2021,2300,116
June,2021,2302,18
June,2021,2303,36
June,2021,2304,52
June,2021,2305,32
June,2021,2306,5
June,2021,2307,24
June,2021,2312,2
June,2021,2315,38
June,2021,2316,4
June,2021,2317,15
June,2021,2318,17
June,2021,2319,18
June,2021,2320,94
June,2021,2321,60
June,2021,2322,57
June,2021,2323,80
June,2021,2324,39
June,2021,2325,69
June,2021,2326,18
June,2021,2327,21
June,2021,2328,3
June,2021,2329,5
June,2021,2330,56
June,2021,2333,55
June,2021,2334,3
June,2021,2335,18
June,2021,2336,3
June,2021,2337,10
June,2021,2338,2
June,2021,2339,2
June,2021,2340,178
June,2021,2342,2
June,2021,2343,16
June,2021,2344,1
June,2021,2346,9
June,2021,2347,8
June,2021,2350,124
June,2021,2352,9
June,2021,2354,2
June,2021,2357,13
June,2021,2358,11
June,2021,2359,1
June,2021,2360,64
June,2021,2361,1
June,2021,2365,20
June,2021,2369,1
June,2021,2370,22
June,2021,2372,17
June,2021,2380,46
June,2021,2382,4
June,2021,2387,1
June,2021,2388,3
June,2021,2390,28
June,2021,2396,2
June,2021,2399,1
June,2021,2400,48
June,2021,2402,2
June,2021,2403,1
June,2021,2404,10
June,2021,2406,2
June,2021,2408,2
June,2021,2409,1
June,2021,2415,1
June,2021,2420,3
June,2021,2421,2
June,2021,2422,14
June,2021,2423,4
June,2021,2425,1
June,2021,2426,1
June,2021,2427,9
June,2021,2428,72
June,2021,2429,15
June,2021,2430,115
June,2021,2431,22
June,2021,2439,3
June,2021,2440,44
June,2021,2441,4
June,2021,2443,22
June,2021,2444,161
June,2021,2445,13
June,2021,2446,26
June,2021,2447,9
June,2021,2448,19
June,2021,2449,1
June,2021,2450,127
June,2021,2452,40
June,2021,2453,2
June,2021,2454,15
June,2021,2455,7
June,2021,2456,36
June,2021,2460,75
June,2021,2462,3
June,2021,2463,20
June,2021,2464,41
June,2021,2465,1
June,2021,2466,7
June,2021,2469,6
June,2021,2470,32
June,2021,2471,3
June,2021,2472,5
June,2021,2473,16
June,2021,2474,14
June,2021,2475,1
June,2021,2476,1
June,2021,2477,19
June,2021,2478,90
June,2021,2479,18
June,2021,2480,98
June,2021,2481,43
June,2021,2482,17
June,2021,2483,34
June,2021,2484,41
June,2021,2485,64
June,2021,2486,49
June,2021,2487,54
June,2021,2488,14
June,2021,2489,27
June,2021,2490,1
June,2021,2500,249
June,2021,2502,26
June,2021,2505,11
June,2021,2506,13
June,2021,2508,17
June,2021,2515,31
June,2021,2516,10
June,2021,2517,25
June,2021,2518,57
June,2021,2519,45
June,2021,2525,16
June,2021,2526,28
June,2021,2527,52
June,2021,2528,40
June,2021,2529,57
June,2021,2530,58
June,2021,2533,42
June,2021,2534,7
June,2021,2535,8
June,2021,2536,55
June,2021,2537,24
June,2021,2538,3
June,2021,2539,41
June,2021,2540,94
June,2021,2541,109
June,2021,2546,20
June,2021,2548,26
June,2021,2549,5
June,2021,2550,26
June,2021,2551,12
June,2021,2557,48
June,2021,2558,14
June,2021,2559,4
June,2021,2560,198
June,2021,2563,1
June,2021,2564,29
June,2021,2565,77
June,2021,2566,53
June,2021,2567,53
June,2021,2568,1
June,2021,2569,1
June,2021,2570,136
June,2021,2571,19
June,2021,2572,19
June,2021,2573,17
June,2021,2574,9
June,2021,2575,27
June,2021,2576,33
June,2021,2577,36
June,2021,2578,3
June,2021,2579,4
June,2021,2580,102
June,2021,2581,1
June,2021,2582,15
June,2021,2583,3
June,2021,2584,1
June,2021,2585,1
June,2021,2586,1
June,2021,2587,7
June,2021,2590,14
June,2021,2594,20
June,2021,2618,1
June,2021,2619,10
June,2021,2620,106
June,2021,2621,8
June,2021,2622,4
June,2021,2627,66
June,2021,2628,9
June,2021,2630,29
June,2021,2631,1
June,2021,2632,3
June,2021,2640,140
June,2021,2641,69
June,2021,2642,5
June,2021,2643,5
June,2021,2644,4
June,2021,2645,1
June,2021,2646,12
June,2021,2647,4
June,2021,2648,5
June,2021,2650,190
June,2021,2651,6
June,2021,2652,5
June,2021,2653,6
June,2021,2656,2
June,2021,2658,4
June,2021,2659,1
June,2021,2660,2
June,2021,2663,22
June,2021,2665,1
June,2021,2666,16
June,2021,2668,1
June,2021,2671,9
June,2021,2675,1
June,2021,2680,57
June,2021,2681,4
June,2021,2700,12
June,2021,2701,2
June,2021,2702,2
June,2021,2705,29
June,2021,2706,1
