POSTCODE,SA2_NAME_2011
4122,Wishart
4123,Rochedale - Burbank
4123,Rochedale South - Priestdale
4124,Bellbird Park - Brookwater
4124,Springfield Lakes
4124,Boronia Heights - Park Ridge
4124,Hillcrest
4124,Greenbank
4125,Boronia Heights - Park Ridge
4125,Chambers Flat - Logan Reserve
4125,Munruben - Park Ridge South
4127,Rochedale - Burbank
4127,Shailer Park
4127,Daisy Hill
4127,Logan Central
4127,Rochedale South - Priestdale
4127,Slacks Creek
4127,Springwood
4127,Woodridge
4128,Loganholme - Tanah Merah
4128,Shailer Park
4128,Daisy Hill
4129,Loganholme - Tanah Merah
4130,Cornubia - Carbrook
4130,Loganholme - Tanah Merah
4131,Loganlea
4131,Waterford West
4132,Crestmead
4132,Marsden
4133,Edens Landing - Holmview
4133,Chambers Flat - Logan Reserve
4133,Crestmead
4133,Bethania - Waterford
4133,Loganlea
4133,Waterford West
4151,Camp Hill
4151,Coorparoo
4151,Greenslopes
4151,Holland Park
4151,Norman Park
4152,Camp Hill
4152,Carina
4152,Carina Heights
4152,Carindale
4152,Coorparoo
4152,Morningside - Seven Hills
4152,Norman Park
4153,Belmont - Gumdale
4153,Carindale
4154,Belmont - Gumdale
4154,Tingalpa
4154,Wakerley
4155,Belmont - Gumdale
4156,Belmont - Gumdale
4156,Carindale
4156,Mansfield (Qld)
4156,Rochedale - Burbank
4157,Belmont - Gumdale
4157,Capalaba
4157,Sheldon - Mount Cotton
4158,Birkdale
4158,Thorneside
4159,Birkdale
4159,Capalaba
4159,Thorneside
4160,Alexandra Hills
4160,Birkdale
4160,Wellington Point
4160,Ormiston
4161,Alexandra Hills
4161,Birkdale
4161,Capalaba
4161,Wellington Point
4161,Thornlands
4163,Cleveland
4163,Ormiston
4164,Sheldon - Mount Cotton
4164,Thornlands
4165,Redland Bay
4165,Sheldon - Mount Cotton
4165,Thornlands
4165,Victoria Point
4169,Woolloongabba
4169,Kangaroo Point
4169,East Brisbane
4170,Murarrie
4170,Camp Hill
4170,Cannon Hill
4170,Balmoral
4170,Hawthorne
4170,Morningside - Seven Hills
4170,Norman Park
4171,Balmoral
4171,Bulimba
4171,Hawthorne
4171,Morningside - Seven Hills
4172,Murarrie
4172,Cannon Hill
4172,Morningside - Seven Hills
4173,Belmont - Gumdale
4173,Tingalpa
4173,Wakerley
4174,Tingalpa
4174,Wynnum West - Hemmant
4178,Brisbane Port - Lytton
4178,Wynnum
4178,Wynnum West - Hemmant
4179,Manly - Lota
4179,Manly West
4179,Wynnum
4183,Redland Islands
4184,Redland Islands
4205,Edens Landing - Holmview
4205,Bethania - Waterford
4205,Loganlea
4207,Jacobs Well - Alberton
4207,Ormeau - Yatala
4207,Upper Coomera - Willow Vale
4207,Beenleigh
4207,Eagleby
4207,Edens Landing - Holmview
4207,Mount Warren Park
4207,Wolffdene - Bahrs Scrub
4207,Jimboomba
4207,Logan Village
4207,Cornubia - Carbrook
4208,Jacobs Well - Alberton
4208,Ormeau - Yatala
4208,Upper Coomera - Willow Vale
4209,Coomera
4209,Oxenford - Maudsland
4209,Pimpama
4209,Upper Coomera - Willow Vale
4210,Guanaba - Springbrook
4210,Oxenford - Maudsland
4210,Upper Coomera - Willow Vale
4211,Guanaba - Springbrook
4211,Tamborine - Canungra
4211,Carrara
4211,Highland Park
4211,Nerang - Mount Nathan
4211,Pacific Pines - Gaven
4211,Merrimac
4212,Helensvale
4212,Hope Island
4212,Oxenford - Maudsland
4213,Guanaba - Springbrook
4213,Mudgeeraba - Bonogin
4213,Highland Park
4213,Worongary - Tallai
4214,Arundel
4214,Nerang - Mount Nathan
4214,Pacific Pines - Gaven
4214,Ashmore
4214,Molendinar
4214,Parkwood
4214,Southport
4215,Arundel
4215,Biggera Waters
4215,Labrador
4215,Molendinar
4215,Southport
4216,Biggera Waters
4216,Coombabah
4216,Paradise Point - Hollywell
4216,Runaway Bay
4216,Hope Island
4217,Benowa
4217,Bundall
4217,Main Beach
4217,Surfers Paradise
4218,Broadbeach Waters
4218,Burleigh Waters
4218,Mermaid Beach - Broadbeach
4218,Mermaid Waters
4218,Clear Island Waters
4218,Robina
4218,Surfers Paradise
4219,Burleigh Heads
4220,Burleigh Heads
4220,Burleigh Waters
4220,Miami
4220,Reedy Creek - Andrews
4220,Varsity Lakes
4221,Elanora
4221,Palm Beach
4223,Currumbin - Tugun
4223,Currumbin Waters
4223,Elanora
4223,Currumbin Valley - Tallebudgera
4224,Currumbin - Tugun
4225,Coolangatta
4225,Currumbin - Tugun
4226,Mudgeeraba - Bonogin
4226,Carrara
4226,Clear Island Waters
4226,Merrimac
4226,Robina
4227,Reedy Creek - Andrews
4227,Varsity Lakes
4228,Currumbin Valley - Tallebudgera
4228,Reedy Creek - Andrews
4229,Robina
4229,Varsity Lakes
4230,Robina
4270,Tamborine - Canungra
4270,Jimboomba
4271,Guanaba - Springbrook
4271,Tamborine - Canungra
4271,Upper Coomera - Willow Vale
4272,Tamborine - Canungra
4275,Tamborine - Canungra
4275,Beaudesert
4280,Greenbank
4280,Jimboomba
4280,Logan Village
4285,Boonah
4285,Beaudesert
4285,Greenbank
4285,Jimboomba
4287,Boonah
4287,Beaudesert
4300,Wacol
4300,Bellbird Park - Brookwater
4300,Camira - Gailes
4300,Goodna
4300,Springfield
4300,Springfield Lakes
4301,Collingwood Park - Redbank
4301,Goodna
4301,Redbank Plains
4303,Bundamba
4303,Karalee - Barellan Point
4303,Riverview
4304,Bundamba
4304,Ipswich - East
4304,Ripley
4305,Boonah
4305,Brassall
4305,Churchill - Yamanto
4305,Ipswich - Central
4305,Ipswich - East
4305,Ipswich - North
4305,Leichhardt - One Mile
4305,North Ipswich - Tivoli
4305,Raceview
4305,Ripley
4306,Crows Nest - Rosalie
4306,Boonah
4306,Esk
4306,Lowood
4306,Rosewood
4306,Ipswich - North
4306,Karalee - Barellan Point
4306,Karana Downs
4306,Leichhardt - One Mile
4306,Ripley
4306,Kilcoy
4306,Nanango
4307,Boonah
4307,Rosewood
4309,Boonah
4310,Boonah
4311,Esk
4311,Lockyer Valley - East
4311,Lowood
4311,Lockyer Valley - West
4312,Esk
4313,Esk
4313,Kilcoy
4340,Boonah
4340,Lockyer Valley - East
4340,Rosewood
4341,Lockyer Valley - East
4342,Lockyer Valley - East
4342,Lockyer Valley - West
4343,Lockyer Valley - East
4343,Gatton
4343,Lockyer Valley - West
4344,Lockyer Valley - West
4345,Gatton
4346,Lowood
4346,Rosewood
4347,Lockyer Valley - West
4350,Jondaryan
4350,Pittsworth
4350,Cambooya - Wyreema
4350,Darling Heights
4350,Drayton - Harristown
4350,Highfields
4350,Middle Ridge
4350,Newtown (Qld)
4350,North Toowoomba - Harlaxton
4350,Rangeville
4350,Toowoomba - Central
4350,Toowoomba - East
4350,Toowoomba - West
4350,Wilsonton
4352,Inglewood - Waggamba
4352,Crows Nest - Rosalie
4352,Jondaryan
4352,Millmerran
4352,Pittsworth
4352,Southern Downs - West
4352,Stanthorpe Region
4352,Cambooya - Wyreema
4352,Gowrie (Qld)
4352,Highfields
4352,Lockyer Valley - West
4352,Toowoomba - West
4353,Crows Nest - Rosalie
4354,Crows Nest - Rosalie
4355,Crows Nest - Rosalie
4356,Jondaryan
4356,Pittsworth
4357,Inglewood - Waggamba
4357,Millmerran
4358,Pittsworth
4358,Clifton - Greenmount
4358,Cambooya - Wyreema
4359,Clifton - Greenmount
4360,Clifton - Greenmount
4361,Clifton - Greenmount
4361,Southern Downs - West
4362,Southern Downs - East
4362,Southern Downs - West
4363,Pittsworth
4364,Pittsworth
4365,Southern Downs - West
4370,Southern Downs - East
4370,Southern Downs - West
4370,Warwick
4371,Southern Downs - East
4372,Southern Downs - East
4373,Southern Downs - East
4374,Southern Downs - West
4374,Stanthorpe Region
4375,Stanthorpe Region
4376,Stanthorpe Region
4377,Stanthorpe Region
4378,Stanthorpe
4378,Stanthorpe Region
4380,Stanthorpe
4380,Stanthorpe Region
4381,Stanthorpe Region
4382,Stanthorpe Region
4383,Tenterfield
4383,Stanthorpe Region
4384,Inglewood - Waggamba
4385,Inverell Region - East
4385,Inglewood - Waggamba
4387,Inglewood - Waggamba
4388,Inglewood - Waggamba
4390,Goondiwindi
4390,Inglewood - Waggamba
4400,Jondaryan
4400,Gowrie (Qld)
4401,Crows Nest - Rosalie
4401,Jondaryan
4402,Crows Nest - Rosalie
4403,Crows Nest - Rosalie
4403,Jondaryan
4404,Crows Nest - Rosalie
4404,Jondaryan
4404,Wambo
4405,Tara
4405,Jondaryan
4405,Wambo
4405,Nanango
4406,Tara
4406,Wambo
4407,Jondaryan
4407,Millmerran
4408,Wambo
4410,Chinchilla
4410,Wambo
4411,Wambo
4412,Chinchilla
4413,Chinchilla
4413,Miles - Wandoan
4413,Tara
4415,Miles - Wandoan
4416,Miles - Wandoan
4417,Roma Region
4418,Miles - Wandoan
4419,Miles - Wandoan
4419,Banana
4420,Miles - Wandoan
4420,Banana
4421,Tara
4422,Tara
4423,Roma Region
4423,Tara
4424,Miles - Wandoan
4425,Miles - Wandoan
4426,Roma Region
4427,Miles - Wandoan
4427,Roma Region
4428,Roma Region
4454,Miles - Wandoan
4454,Roma Region
4455,Roma
4455,Roma Region
4461,Roma Region
4462,Roma Region
4465,Roma Region
4467,Roma Region
4467,Charleville
4468,Charleville
4470,Charleville
4471,Far South West
4472,Barcaldine - Blackall
4474,Far South West
4475,Far South West
4477,Charleville
4478,Barcaldine - Blackall
4478,Charleville
4479,Charleville
4480,Far South West
4481,Far Central West
4482,Far Central West
4486,Balonne
4487,Balonne
4487,Roma Region
4488,Balonne
4488,Roma Region
4488,Far South West
4489,Far South West
4490,Far South West
4491,Far South West
4492,Far South West
4493,Bourke - Brewarrina
4493,Far South West
4494,Inglewood - Waggamba
4496,Inglewood - Waggamba
4497,Balonne
4497,Inglewood - Waggamba
4498,Inglewood - Waggamba
4500,Albany Creek
4500,Cashmere
4500,Eatons Hill
4500,Samford Valley
4500,Bray Park
4500,Lawnton
4500,Strathpine - Brendale
4501,Bray Park
4501,Lawnton
4502,Petrie
4503,Dayboro
4503,Dakabin - Kallangur
4503,Murrumba Downs - Griffin
4503,North Lakes - Mango Hill
4503,Petrie
4504,Deception Bay
4504,Narangba
4505,Burpengary - East
4505,Burpengary
4505,Deception Bay
4506,Burpengary - East
4506,Caboolture - South
4506,Morayfield - East
4506,Morayfield
4506,Upper Caboolture
4507,Bribie Island
4508,Burpengary
4508,Deception Bay
4509,North Lakes - Mango Hill
4510,Beachmere - Sandstone Point
4510,Caboolture
4510,Caboolture - South
4510,Morayfield - East
4510,Wamuran
4510,Upper Caboolture
4511,Beachmere - Sandstone Point
4511,Caboolture
4512,Wamuran
4512,Woodford - D'Aguilar
4514,Kilcoy
4514,Woodford - D'Aguilar
4515,Kilcoy
4516,Elimbah
4517,Glass House Mountains
4518,Beerwah
4518,Glass House Mountains
4519,Beerwah
4519,Caloundra Hinterland
4519,Glass House Mountains
4520,Enoggera Reservoir
4520,Upper Kedron - Ferny Grove
4520,Cashmere
4520,Dayboro
4520,Hills District
4520,Samford Valley
4521,Woodford - D'Aguilar
4521,Dayboro
4550,Beerwah
4550,Landsborough
4551,Aroona - Currimundi
4551,Caloundra - Kings Beach
4551,Caloundra - West
4551,Golden Beach - Pelican Waters
4551,Moffat Beach - Battery Hill
4551,Wurtulla - Birtinya
4552,Woodford - D'Aguilar
4552,Caloundra Hinterland
4553,Buderim - South
4553,Sippy Downs
4553,Landsborough
4553,Palmwoods
4554,Caloundra Hinterland
4554,Palmwoods
4555,Palmwoods
4556,Buderim - North
4556,Buderim - South
4556,Mountain Creek
4556,Sippy Downs
4556,Maroochydore - Kuluin
4556,Mooloolaba - Alexandra Headland
4556,Diddillibah - Rosemount
4557,Mountain Creek
4557,Mooloolaba - Alexandra Headland
4558,Maroochydore - Kuluin
4559,Diddillibah - Rosemount
4559,Nambour
4559,Palmwoods
4560,Marcoola - Mudjimba
4560,Bli Bli
4560,Diddillibah - Rosemount
4560,Eumundi - Yandina
4560,Nambour
4560,Maroochy Hinterland
4560,Palmwoods
4561,Bli Bli
4561,Eumundi - Yandina
4562,Eumundi - Yandina
4562,Noosa Hinterland
4562,Noosaville
4562,Maroochy Hinterland
4563,Noosa Hinterland
4563,Maroochy Hinterland
4563,Gympie Region
4564,Marcoola - Mudjimba
4565,Noosa Hinterland
4565,Noosaville
4565,Tewantin
4566,Noosa Hinterland
4566,Noosaville
4567,Noosa Heads
4567,Sunshine Beach
4568,Noosa Hinterland
4569,Noosa Hinterland
4570,Cooloola
4570,Gympie - North
4570,Gympie - South
4570,Gympie Region
4570,Kilkivan
4570,Maryborough Region - South
4571,Noosa Hinterland
4572,Mooloolaba - Alexandra Headland
4573,Coolum Beach
4573,Eumundi - Yandina
4573,Noosa Hinterland
4573,Peregian
4574,Maroochy Hinterland
4574,Gympie Region
4575,Mountain Creek
4575,Buddina - Minyama
4575,Parrearra - Warana
4575,Wurtulla - Birtinya
4580,Cooloola
4581,Cooloola
4581,Burrum - Fraser
4600,Kilkivan
4601,Kilkivan
4605,Kingaroy Region - North
4605,Kilkivan
4606,Kingaroy Region - North
4608,Kingaroy Region - North
4608,Kingaroy Region - South
4610,Chinchilla
4610,Kingaroy
4610,Kingaroy Region - North
4610,Kingaroy Region - South
4610,Nanango
4611,Kingaroy Region - North
4612,Kingaroy Region - North
4613,Kingaroy Region - North
4614,Crows Nest - Rosalie
4614,Nanango
4615,Nanango
4615,Kilkivan
4620,Maryborough Region - South
4621,Bundaberg Region - South
4621,Gayndah - Mundubbera
4621,Maryborough Region - South
4625,Gayndah - Mundubbera
4625,Monto - Eidsvold
4626,Chinchilla
4626,Gayndah - Mundubbera
4626,Monto - Eidsvold
4627,Monto - Eidsvold
4630,Monto - Eidsvold
4630,North Burnett
4650,Burrum - Fraser
4650,Granville
4650,Maryborough (Qld)
4650,Maryborough Region - South
4650,Tinana
4655,Booral - River Heads
4655,Craignish - Dundowran Beach
4655,Pialba - Eli Waters
4655,Point Vernon
4655,Torquay - Scarness - Kawungan
4655,Urangan - Wondunna
4655,Burrum - Fraser
4655,Maryborough Region - South
4659,Burrum - Fraser
4660,Bundaberg Region - South
4660,Gin Gin
4660,Burrum - Fraser
4662,Burrum - Fraser
4670,Ashfield - Kepnock
4670,Bargara - Burnett Heads
4670,Branyan - Kensington
4670,Bundaberg
4670,Bundaberg East - Kalkie
4670,Bundaberg North - Gooburrum
4670,Bundaberg Region - North
4670,Bundaberg Region - South
4670,Millbank - Avoca
4670,Svensson Heights - Norville
4670,Walkervale - Avenell Heights
4671,Bundaberg Region - North
4671,Bundaberg Region - South
4671,Gin Gin
4671,Monto - Eidsvold
4673,Bundaberg Region - North
4674,Agnes Water - Miriam Vale
4674,Bundaberg Region - North
4676,Agnes Water - Miriam Vale
4677,Agnes Water - Miriam Vale
4678,Agnes Water - Miriam Vale
4680,Boyne Island - Tannum Sands
4680,Callemondah
4680,Clinton - New Auckland
4680,Gladstone
4680,Gladstone Hinterland
4680,Kin Kora - Sun Valley
4680,Telina - Toolooa
4680,West Gladstone
4694,Callemondah
4694,Gladstone Hinterland
4695,Gladstone Hinterland
4697,Gladstone Hinterland
4699,Bouldercombe
4700,Lakes Creek
4700,Rockhampton - West
4700,Rockhampton City
4700,Rockhampton Region - East
4700,Rockhampton Region - North
4700,The Range - Allenstown
4701,Berserker
4701,Frenchville - Mount Archer
4701,Glenlee - Rockyview
4701,Lakes Creek
4701,Norman Gardens
4701,Park Avenue
4701,Parkhurst - Kawana
4701,Rockhampton Region - East
4701,Rockhampton Region - North
4702,Central Highlands - East
4702,Central Highlands - West
4702,Banana
4702,Bouldercombe
4702,Emu Park
4702,Glenlee - Rockyview
4702,Gracemere
4702,Mount Morgan
4702,Norman Gardens
4702,Parkhurst - Kawana
4702,Rockhampton Region - East
4702,Rockhampton Region - North
4702,Rockhampton Region - West
4703,Emu Park
4703,Rockhampton Region - East
4703,Rockhampton Region - North
4703,Shoalwater Bay
4703,Yeppoon
4704,Rockhampton Region - North
4705,Rockhampton Region - North
4705,Broadsound - Nebo
4706,Rockhampton Region - North
4707,Broadsound - Nebo
4709,Central Highlands - West
4710,Emu Park
4711,Glenlee - Rockyview
4711,Parkhurst - Kawana
4712,Central Highlands - East
4713,Central Highlands - East
4714,Mount Morgan
4715,Banana
4715,Biloela
4716,Banana
4717,Central Highlands - East
4718,Central Highlands - East
4718,Banana
4719,Banana
4720,Central Highlands - West
4720,Emerald
4721,Central Highlands - West
4721,Clermont
4722,Central Highlands - West
4723,Central Highlands - West
4724,Barcaldine - Blackall
4725,Barcaldine - Blackall
4726,Barcaldine - Blackall
4727,Longreach
4728,Barcaldine - Blackall
4730,Far Central West
4730,Longreach
4731,Longreach
4732,Barcaldine - Blackall
4733,Far Central West
4735,Far Central West
4736,Far Central West
4737,Broadsound - Nebo
4737,Sarina
4737,Walkerston - Eton
4738,Broadsound - Nebo
4738,Sarina
4739,Broadsound - Nebo
4740,Andergrove - Beaconsfield
4740,East Mackay
4740,Eimeo - Rural View
4740,Mackay
4740,Mackay Harbour
4740,Mount Pleasant - Glenella
4740,North Mackay
4740,Ooralea - Bakers Creek
4740,Sarina
4740,Seaforth - Calen
4740,Slade Point
4740,South Mackay
4740,Walkerston - Eton
4740,West Mackay
4741,Broadsound - Nebo
4741,Eungella Hinterland
4741,Mount Pleasant - Glenella
4741,Pioneer Valley
4741,Seaforth - Calen
4741,Walkerston - Eton
4741,Airlie - Whitsundays
4742,Broadsound - Nebo
4743,Broadsound - Nebo
4744,Moranbah
4745,Central Highlands - West
4745,Broadsound - Nebo
4745,Clermont
4746,Broadsound - Nebo
4750,Seaforth - Calen
4750,Shoal Point - Bucasia
4751,Walkerston - Eton
4753,Pioneer Valley
4753,Walkerston - Eton
4754,Pioneer Valley
4756,Pioneer Valley
4757,Eungella Hinterland
4757,Pioneer Valley
4798,Seaforth - Calen
4799,Seaforth - Calen
4800,Seaforth - Calen
4800,Airlie - Whitsundays
4800,Proserpine
4801,Airlie - Whitsundays
4802,Airlie - Whitsundays
4803,Airlie - Whitsundays
4804,Collinsville
4805,Bowen
4805,Collinsville
4806,Burdekin
4807,Ayr
4807,Burdekin
4808,Burdekin
4809,Carpentaria
4809,Burdekin
4810,Belgian Gardens - Pallarenda
4810,Garbutt - West End
4810,South Townsville - Railway Estate
4810,Townsville - South
4810,Townsville City - North Ward
4811,Annandale
4811,Douglas
4811,Hermit Park - Rosslea
4811,Kelso
4811,Oonoonba
4811,Townsville - South
4811,Wulguru - Roseneath
4812,Gulliver - Currajong - Vincent
4812,Hermit Park - Rosslea
4812,Hyde Park - Pimlico
4812,Mundingburra
4813,Annandale
4814,Aitkenvale
4814,Annandale
4814,Cranbrook
4814,Douglas
4814,Garbutt - West End
4814,Gulliver - Currajong - Vincent
4814,Heatley
4814,Hermit Park - Rosslea
4814,Kirwan - East
4814,Kirwan - West
4814,Mount Louisa
4815,Condon - Rasmussen
4815,Kelso
4815,Townsville - South
4816,Tully
4816,Northern Highlands
4816,Dalrymple
4816,Ingham Region
4816,Palm Island
4816,Northern Beaches
4816,Townsville - South
4816,Wulguru - Roseneath
4817,Dalrymple
4817,Bohle Plains
4817,Condon - Rasmussen
4817,Deeragun
4817,Douglas
4817,Kirwan - East
4817,Kirwan - West
4817,Northern Beaches
4818,Bohle Plains
4818,Deeragun
4818,Mount Louisa
4818,Northern Beaches
4819,Magnetic Island
4820,Clermont
4820,Charters Towers
4820,Dalrymple
4821,Northern Highlands
4822,Croydon - Etheridge
4822,Northern Highlands
4823,Carpentaria
4823,Northern Highlands
4823,Far Central West
4824,Carpentaria
4824,Mount Isa Region
4825,Carpentaria
4825,Mount Isa
4825,Mount Isa Region
4825,Far Central West
4825,Barkly
4828,Mount Isa Region
4829,Far Central West
4830,Carpentaria
4849,Tully
4850,Dalrymple
4850,Ingham
4850,Ingham Region
4852,Johnstone
4852,Tully
4854,Tully
4855,Johnstone
4856,Johnstone
4857,Johnstone
4858,Johnstone
4859,Johnstone
4860,Babinda
4860,Innisfail
4860,Johnstone
4860,Wooroonooran
4861,Babinda
4865,Gordonvale - Trinity
4868,Earlville - Bayview Heights
4868,Mount Sheridan
4868,White Rock
4868,Woree
4869,Bentley Park
4869,Edmonton
4869,Gordonvale - Trinity
4869,Mount Sheridan
4870,Brinsmead
4870,Freshwater - Stratford
4870,Redlynch
4870,Cairns City
4870,Earlville - Bayview Heights
4870,Gordonvale - Trinity
4870,Kanimbla - Mooroobool
4870,Manoora
4870,Manunda
4870,Westcourt - Bungalow
4870,Whitfield - Edge Hill
4870,Woree
4871,Clifton Beach - Kewarra Beach
4871,Gordonvale - Trinity
4871,Babinda
4871,Johnstone
4871,Yarrabah
4871,Aurukun
4871,Cape York
4871,Croydon - Etheridge
4871,Kowanyama - Pormpuraaw
4871,Tablelands
4871,Carpentaria
4872,Atherton
4872,Herberton
4872,Malanda - Yungaburra
4872,Tablelands
4873,Daintree
4873,Port Douglas
4874,Cape York
4874,Weipa
4875,Torres
4875,Torres Strait Islands
4876,Northern Peninsula
4876,Torres
4877,Clifton Beach - Kewarra Beach
4877,Port Douglas
4878,Redlynch
4878,Trinity Beach - Smithfield
4878,Yorkeys Knob - Machans Beach
4879,Clifton Beach - Kewarra Beach
4879,Trinity Beach - Smithfield
4880,Atherton
4880,Mareeba
4880,Tablelands
4881,Kuranda
4882,Atherton
4883,Atherton
4883,Malanda - Yungaburra
4884,Malanda - Yungaburra
4885,Malanda - Yungaburra
4886,Herberton
4886,Malanda - Yungaburra
4887,Herberton
4887,Tablelands
4888,Herberton
4890,Carpentaria
4891,Carpentaria
4895,Daintree
4895,Cape York
5000,Adelaide
5005,Adelaide
5006,North Adelaide
5006,Walkerville
5007,Hindmarsh - Brompton
5008,Hindmarsh - Brompton
5008,The Parks
5009,Beverley
5009,Hindmarsh - Brompton
5009,Woodville - Cheltenham
5010,The Parks
5011,Beverley
5011,Flinders Park
5011,Woodville - Cheltenham
5012,Woodville - Cheltenham
5012,The Parks
5013,Woodville - Cheltenham
5013,Port Adelaide
5013,The Parks
5014,Royal Park - Hendon - Albert Park
5014,Woodville - Cheltenham
5014,Port Adelaide
5015,Largs Bay - Semaphore
5015,Port Adelaide
5016,Largs Bay - Semaphore
5016,North Haven
5017,North Haven
5018,North Haven
5019,West Lakes
5019,Largs Bay - Semaphore
5020,West Lakes
5021,West Lakes
5022,Henley Beach
5022,Seaton - Grange
5022,West Lakes
5023,Beverley
5023,Flinders Park
5023,Seaton - Grange
5024,Henley Beach
5024,Fulham
5024,West Beach
5025,Flinders Park
5031,Richmond (SA)
5032,Lockleys
5033,Plympton
5033,Richmond (SA)
5034,Goodwood - Millswood
5035,Goodwood - Millswood
5035,Plympton
5037,Edwardstown
5037,Plympton
5038,Edwardstown
5038,Morphettville
5038,Plympton
5039,Edwardstown
5039,Colonel Light Gardens
5040,Plympton
5041,Colonel Light Gardens
5041,Panorama
5042,Mitchell Park
5042,Bellevue Heights
5042,Panorama
5042,Flagstaff Hill
5043,Edwardstown
5043,Mitchell Park
5043,Morphettville
5044,Glenelg (SA)
5044,Morphettville
5045,Glenelg (SA)
5045,Plympton
5046,Warradale
5047,Marino - Seaview Downs
5047,Mitchell Park
5047,Warradale
5047,Flagstaff Hill
5048,Brighton (SA)
5048,Warradale
5049,Brighton (SA)
5049,Hallett Cove
5049,Marino - Seaview Downs
5050,Bellevue Heights
5051,Blackwood
5051,Coromandel Valley
5052,Belair
5052,Blackwood
5061,Goodwood - Millswood
5061,Unley - Parkside
5062,Belair
5062,Mitcham (SA)
5063,Glenside - Beaumont
5063,Toorak Gardens
5063,Unley - Parkside
5064,Glenside - Beaumont
5064,Unley - Parkside
5064,Mitcham (SA)
5065,Toorak Gardens
5066,Burnside - Wattle Park
5066,Glenside - Beaumont
5066,Toorak Gardens
5067,Burnside - Wattle Park
5067,Toorak Gardens
5067,Norwood (SA)
5068,Burnside - Wattle Park
5068,Toorak Gardens
5068,Norwood (SA)
5068,Payneham - Felixstow
5069,St Peters - Marden
5070,Payneham - Felixstow
5070,St Peters - Marden
5070,Windsor Gardens
5072,Uraidla - Summertown
5072,Burnside - Wattle Park
5072,Rostrevor - Magill
5073,Rostrevor - Magill
5074,Paradise - Newton
5074,Windsor Gardens
5075,Athelstone
5075,Paradise - Newton
5075,Highbury - Dernancourt
5076,Uraidla - Summertown
5076,Athelstone
5081,Nailsworth - Broadview
5081,Walkerville
5082,Prospect
5082,Hindmarsh - Brompton
5083,Nailsworth - Broadview
5083,Enfield - Blair Athol
5084,Enfield - Blair Athol
5085,Enfield - Blair Athol
5085,Northgate - Oakden - Gilles Plains
5086,Northgate - Oakden - Gilles Plains
5086,Windsor Gardens
5087,Windsor Gardens
5088,Hope Valley - Modbury
5089,Highbury - Dernancourt
5089,Hope Valley - Modbury
5090,Hope Valley - Modbury
5091,Hope Valley - Modbury
5091,Redwood Park
5091,St Agnes - Ridgehaven
5092,Hope Valley - Modbury
5092,Modbury Heights
5092,St Agnes - Ridgehaven
5093,Northgate - Oakden - Gilles Plains
5093,Ingle Farm
5094,Enfield - Blair Athol
5094,Pooraka
5095,Parafield
5095,Pooraka
5096,Para Hills
5097,Hope Valley - Modbury
5097,Redwood Park
5097,St Agnes - Ridgehaven
5098,Northgate - Oakden - Gilles Plains
5098,Ingle Farm
5106,Parafield
5106,Salisbury
5107,Parafield Gardens
5107,Pooraka
5108,Paralowie
5108,Salisbury
5108,Salisbury North
5109,Salisbury
5109,Salisbury East
5109,Greenwith
5110,Virginia - Waterloo Corner
5110,Dry Creek - North
5110,Paralowie
5110,Pooraka
5110,Salisbury North
5111,Virginia - Waterloo Corner
5111,Salisbury North
5112,Elizabeth
5112,Elizabeth East
5113,Davoren Park
5113,Elizabeth East
5113,Smithfield - Elizabeth North
5114,Adelaide Hills
5114,Gawler - South
5114,Craigmore - Blakeview
5114,Davoren Park
5114,One Tree Hill
5114,Smithfield - Elizabeth North
5114,Golden Grove
5115,Gawler - South
5115,Munno Para West - Angle Vale
5115,Smithfield - Elizabeth North
5116,Gawler - South
5116,Munno Para West - Angle Vale
5116,One Tree Hill
5117,Munno Para West - Angle Vale
5118,Gawler - North
5118,Gawler - South
5118,One Tree Hill
5120,Virginia - Waterloo Corner
5121,Davoren Park
5121,Munno Para West - Angle Vale
5121,Virginia - Waterloo Corner
5125,Golden Grove
5125,Greenwith
5125,Modbury Heights
5126,Modbury Heights
5126,Redwood Park
5127,Modbury Heights
5131,Adelaide Hills
5131,Golden Grove
5131,Redwood Park
5131,St Agnes - Ridgehaven
5132,Adelaide Hills
5133,Adelaide Hills
5134,Uraidla - Summertown
5136,Uraidla - Summertown
5137,Uraidla - Summertown
5138,Uraidla - Summertown
5139,Lobethal - Woodside
5139,Uraidla - Summertown
5140,Uraidla - Summertown
5141,Uraidla - Summertown
5142,Uraidla - Summertown
5144,Uraidla - Summertown
5150,Glenside - Beaumont
5150,Belair
5151,Aldgate - Stirling
5152,Aldgate - Stirling
5152,Uraidla - Summertown
5152,Glenside - Beaumont
5152,Belair
5153,Aldgate - Stirling
5153,Hahndorf - Echunga
5153,Mount Barker Region
5153,Clarendon
5153,Strathalbyn
5154,Aldgate - Stirling
5155,Aldgate - Stirling
5155,Hahndorf - Echunga
5156,Aldgate - Stirling
5156,Blackwood
5157,Hahndorf - Echunga
5157,Mount Barker Region
5157,Clarendon
5157,Coromandel Valley
5157,Strathalbyn Region
5158,Hallett Cove
5158,Sheidow Park - Trott Park
5158,Flagstaff Hill
5158,Happy Valley
5159,Sheidow Park - Trott Park
5159,Aberfoyle Park
5159,Coromandel Valley
5159,Flagstaff Hill
5159,Happy Valley
5160,Lonsdale
5161,Reynella
5162,Christie Downs
